03.07.2016 19:20:40,UV: 15;
03.07.2016 19:20:40, Vorhermessung;
03.07.2016 19:20:56,   ; 627    ; 12,29402;
03.07.2016 19:20:56,   ; 622    ; 11,50155;
03.07.2016 19:20:57,   ; 620    ; 10,19804;
03.07.2016 19:20:57,   ; 622    ; 10,21204;
03.07.2016 19:20:58,   ; 623    ; 9,699042;
03.07.2016 19:20:59,   ; 624    ; 9,464218;
03.07.2016 19:20:59,   ; 626    ; 9,292854;
03.07.2016 19:21:00,   ; 628    ; 8,635475;
03.07.2016 19:21:01,   ; 630    ; 8,035635;
03.07.2016 19:21:01,   ; 624    ; 7,910211;
03.07.2016 19:21:02,   ; 616    ; 6,819091;
03.07.2016 19:21:02,   ; 613    ; 5,147815;
03.07.2016 19:21:03,   ; 609    ; 4,913538;
03.07.2016 19:21:04,   ; 605    ; 4,765951;
03.07.2016 19:21:04,   ; 599    ; 4,41588;
03.07.2016 19:21:05,   ; 594    ; 4,217311;
03.07.2016 19:21:05,   ; 592    ; 4,035556;
03.07.2016 19:21:06,   ; 594    ; 4,035556;
03.07.2016 19:21:06,   ; 594    ; 4;
03.07.2016 19:21:07,   ; 599    ; 4,208834;
03.07.2016 19:21:08,   ; 612    ; 5,451081;
03.07.2016 19:21:08,   ; 625    ; 6,44205;
03.07.2016 19:21:10,   ; 625    ; 6,419836;
03.07.2016 19:21:10,   ; 623    ; 6,419836;
03.07.2016 19:21:11,   ; 621    ; 6,239276;
03.07.2016 19:21:12,   ; 619    ; 5,885818;
03.07.2016 19:21:12,   ; 609    ; 6,41427;
03.07.2016 19:21:13,   ; 604    ; 6,464187;
03.07.2016 19:21:13,   ; 600    ; 6,464187;
03.07.2016 19:21:14,   ; 604    ; 6,352727;
03.07.2016 19:21:15,   ; 613    ; 6,660116;
03.07.2016 19:21:15,   ; 620    ; 6,897204;
03.07.2016 19:21:16,   ; 629    ; 7,285014;
03.07.2016 19:21:16,   ; 633    ; 7,363035;
03.07.2016 19:21:17,   ; 627    ; 7,416198;
03.07.2016 19:21:18,   ; 629    ; 6,573757;
03.07.2016 19:21:18,   ; 628    ; 5,586975;
03.07.2016 19:21:19,   ; 634    ; 5,812548;
03.07.2016 19:21:20,   ; 639    ; 5,940178;
03.07.2016 19:21:20,   ; 643    ; 6,011893;
